,path,blastula,brain,egg cell,embryo,female gonad,gastrula,heart,liver,mesonephros,skeletal muscle tissue,testis,Species,adult mammalian kidney,colon,lung,spleen,kidney,prefrontal cortex,cerebellum,placenta,frontal cortex,Ammon's horn,bone marrow macrophage,brown adipose tissue,cerebral cortex,embryonic stem cell,fibroblast,thymus,zone of skin,adipose tissue,adrenal gland,adrenal tissue,heart left ventricle,intestine,leukocyte,lymph node,multi-cellular organism,muscle of leg,prostate gland,stomach,temporal lobe,thoracic mammary gland,thyroid gland
29,"10_0,18_1",,1.0,,,1.0,,1.0,1.0,,1.0,1.0,homo_sapiens,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,"10_0,18_1",,1.0,,,1.0,,1.0,1.0,,,1.0,monodelphis_domestica,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
31,"10_0,18_1",,1.0,,,1.0,,1.0,1.0,,1.0,1.0,mus_musculus,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
32,"10_0,18_1",,0.5592265870662722,,,,,0.6478772264432863,1.0,,0.6921468343315722,0.7536816238912135,rattus_norvegicus,0.8909198867020495,0.8965062148941714,0.9730196016177672,0.964986308538401,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"10_0,20_1,20_2,18_1",,0.4407734129337278,,,,,0.3521227735567137,,,0.30785316566842774,0.24631837610878657,rattus_norvegicus,0.10908011329795059,0.10349378510582864,0.026980398382232762,0.03501369146159903,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"10_0,18_1",,,,,,,1.0,1.0,,,,sus_scrofa,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,"10_0,18_1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,xenopus_tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"25_0,22_0,17_0",,1.0,,,,,1.0,1.0,,1.0,1.0,bos_taurus,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37,"24_1,17_0",,,,,,,,,,,0.03437398252498169,gorilla_gorilla,,,,,,0.003584923620905756,0.028197985700860764,,0.002806361085126285,,,,,,,,,,,,,,,,,,,,,,
38,"24_1,22_0,17_0",,,,,,,,,,,0.45919127976103974,gorilla_gorilla,,,,,,0.3854122628339241,0.3770124710540854,,0.37043966323666977,,,,,,,,,,,,,,,,,,,,,,
39,"24_1,25_0,22_0,17_0",,,,,,,1.0,1.0,,,0.5064347377139786,gorilla_gorilla,1.0,,,,,0.6110028135451702,0.5947895432450538,,0.626753975678204,,,,,,,,,,,,,,,,,,,,,,
40,"24_1,17_0",,0.007108487366070541,,,0.05264929622340133,,,,,,0.07807530066097064,homo_sapiens,0.03169245484953652,,0.038084092433116515,,0.030955606665742243,0.02522261941119689,0.029554593548755666,0.03684274374292814,0.01219098419721161,,,,,,,,,,,0.1160082581662225,0.026842371196574767,0.04861282636160118,,0.13028611180656677,0.014021829932194977,0.010054593783435895,0.007186398370536174,0.037987593729866494,,,0.007520565599542808
41,"24_1,22_0,17_0",,0.3747732070467903,,,0.3470480438762958,,0.390080288713645,0.4464458234634615,,,0.25829662282837856,homo_sapiens,0.3936041242295669,0.35066330091703896,0.2576195518238292,,0.36951974430211265,0.340421307879766,0.29641472813801095,0.1553872640686449,0.30785454730900763,,,,,,,,,0.4031809947661537,0.35194784079622915,0.254572238385597,0.40871948857658497,0.31404685876128247,,0.19932156804086348,0.22724608281205913,0.23652918091125716,0.36961655316260356,0.3090643335557353,,0.4379403378202475,0.21992028724061022
42,"24_1,25_0,22_0,17_0",,0.6181183055871391,,,0.6003026599003028,,0.6099197112863551,0.5535541765365385,,1.0,0.41561774206286733,homo_sapiens,0.5747034209208967,0.649336699082961,0.45619839411443375,,0.5995246490321451,0.6343560727090372,0.4444626397385075,0.4785769175057642,0.6799544684937808,,,,,,,,,0.5968190052338462,0.6480521592037709,0.4195355962879773,0.5644381402268402,0.6373403148771164,1.0,0.6703923201525698,0.7587320872557459,0.49211358672378647,0.6231970484668602,0.6529480727143983,1.0,0.5620596621797526,0.44360546308008103
43,"24_1,25_0,17_0",,,,,,,,,,,0.24801033444778348,homo_sapiens,,,0.24809796162862044,,,,0.22956803857472574,0.3291930746826628,,,,,,,,,,,,0.2098839071602031,,,,,,0.26130263858152053,,,,,0.32895368407976605
44,"25_0,22_0,17_0",,1.0,,,1.0,,1.0,1.0,,,1.0,monodelphis_domestica,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
45,"25_0,22_0,17_0",,1.0,,,1.0,,1.0,1.0,,1.0,1.0,mus_musculus,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
46,"24_1,22_0,17_0",,0.34087355253335966,,,,,0.34191753437621647,,,0.36352415826395035,,rattus_norvegicus,0.32757729635481725,0.35177520284554303,0.3235602050826476,0.2851654693521342,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"24_1,25_0,22_0,17_0",,0.6591264474666404,,,,,0.6580824656237835,1.0,,0.6364758417360497,1.0,rattus_norvegicus,0.6724227036451828,0.648224797154457,0.6764397949173524,0.7148345306478657,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"25_0,22_0,17_0",,,,,,,1.0,1.0,,,,sus_scrofa,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,"25_0,17_0",,,,0.02875197548379585,,0.03834257319259441,0.026188565722959245,,,,,xenopus_tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"25_0,22_0,17_0",1.0,1.0,1.0,0.9712480245162041,1.0,0.9616574268074056,0.9738114342770409,1.0,1.0,1.0,1.0,xenopus_tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"5_5,21_0,4_3,19_1",,0.39925773932371383,,,,,,,,0.5523149612515542,1.0,bos_taurus,0.49186245148617647,0.5280907868091105,1.0,0.485659502324744,,0.42150712855523703,,,,,,,,,,,,,,,,,,,,,,,,,
52,"5_5,4_3,19_1",,0.6007422606762862,,,,,1.0,,,0.4476850387484459,,bos_taurus,0.5081375485138235,0.4719092131908895,,0.5143404976752559,,0.578492871444763,,,,,,,,,,,,,,,,,,,,,,,,,
53,"18_2,5_5,19_1",,,,,,,,,,,,gorilla_gorilla,,,,,,0.12331162868791758,0.07306388253013887,,0.11530762044574934,,,,,,,,,,,,,,,,,,,,,,
54,"18_2,5_5,21_0,4_3,19_1",,,,,,,,,,,0.16749141489088096,gorilla_gorilla,,,,,,0.21059265295844,0.18639835770807,,0.20939543574002406,,,,,,,,,,,,,,,,,,,,,,
55,"18_2,21_0,4_3,19_1",,,,,,,1.0,0.5827647397799445,,,0.38158386001969957,gorilla_gorilla,0.5441841271593211,,,,,0.2057381932554161,0.27882714946629905,,0.2060589883891632,,,,,,,,,,,,,,,,,,,,,,
56,"18_2,4_3,19_1",,,,,,,,0.4172352602200556,,,0.2705548350536517,gorilla_gorilla,0.4558158728406789,,,,,0.1983637322130293,0.2301320549582449,,0.20979580942212736,,,,,,,,,,,,,,,,,,,,,,
57,"18_2,5_5,4_3,19_1",,,,,,,,,,,0.18036989003576778,gorilla_gorilla,,,,,,0.26199379288519703,0.23157855533724722,,0.25944214600293614,,,,,,,,,,,,,,,,,,,,,,
58,"5_5,19_1",,0.0160871449897497,,,,,,,,,,homo_sapiens,,,,,,0.008878897454328839,0.08830569860411631,,0.013493835989000048,,,,,,,,,,,,,,,,0.0036090747246805737,0.02379986648150183,,,,,
59,"5_5,4_3,19_1",,0.5716046357637183,,,0.547525334640239,,0.5572096651146737,1.0,,1.0,1.0,homo_sapiens,0.5176885344946089,0.5507499534333112,0.47941320264240483,,,0.565436546144309,0.5864165286856828,1.0,0.632789556819512,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.5968859813652188,0.5231823770230857,0.47171347579735146,1.0,0.5384615384615384,1.0,0.5551799392460394
60,"5_5,21_0,4_3,19_1",,0.4123082192465319,,,0.45247466535976105,,0.44279033488532615,,,,,homo_sapiens,0.482311465505391,0.44925004656668865,0.4400020295051953,,,0.4256845564013621,0.32527777271020075,,0.35371660719148806,,,,,,,,,,,,,,,,0.3818355708801388,0.4315337263513024,0.5282865242026485,,0.46153846153846145,,0.4448200607539607
61,"5_5,21_0,19_1",,,,,,,,,,,,homo_sapiens,,,0.08058476785239992,,,,,,,,,,,,,,,,,,,,,,0.01766937302996197,0.021484030144110145,,,,,
62,"21_0,19_1",,0.07518093610674464,,,0.07216769610393076,,0.06473607316600977,,,,0.028991955569832435,monodelphis_domestica,,,,,,,0.07737393369286832,0.1573250565150646,,,,,,,,,,,,,,,,,,,,,,,
63,"21_0,4_3,19_1",,0.9248190638932554,,,0.9278323038960693,,0.9352639268339903,1.0,,,0.9710080444301675,monodelphis_domestica,1.0,,,,,,0.9226260663071317,0.8426749434849354,,,,,,,,,,,,,,,,,,,,,,,
64,"5_5,4_3,19_1",,0.5551593316207466,,,0.555565752394282,,0.5427178131218054,1.0,,0.4881025344592224,,mus_musculus,,,,,,,0.6206674502328562,,,0.5456112792093806,,,0.49606299212598415,,,,0.5191523151658877,,,,,,,,,,,,,,
65,"5_5,21_0,4_3,19_1",,0.44484066837925335,,,0.4444342476057181,,0.4572821868781945,,,0.5118974655407775,1.0,mus_musculus,1.0,1.0,1.0,1.0,,,0.37933254976714376,,,0.4543887207906194,,,0.5039370078740157,,,,0.4808476848341122,,,,,,,,,,,,,,
66,"18_2,5_5,21_0,4_3,19_1",,0.23589054739943915,,,,,0.19373322741674184,,,0.21744575369107674,,rattus_norvegicus,,0.19543275332545973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"18_2,21_0,4_3,19_1",,0.2318301902133259,,,,,0.2642795768468192,0.5075813414546618,,0.2908751635762685,0.6515528777844593,rattus_norvegicus,0.451731320032371,0.27594143464306903,0.4576184777441594,0.41183618317466286,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"18_2,5_5,4_3,19_1",,0.29409438573496166,,,,,0.21630596150957992,,,0.21886305123362063,,rattus_norvegicus,,0.2059708890603283,,0.23440936092586812,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"18_2,4_3,19_1",,0.23818487665227328,,,,,0.32568123422685913,0.492418658545338,,0.2728160314990341,0.3484471222155407,rattus_norvegicus,0.5482686799676291,0.32265492297114295,0.5423815222558406,0.353754455899469,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"5_5,4_3,19_1",,,,,,,0.5191424196018377,,,,,sus_scrofa,,,1.0,,,0.5985572632278765,,,,,,,,,,,,,,,,,,,,,,,,,
71,"5_5,21_0,4_3,19_1",,,,,,,0.4808575803981624,1.0,,,,sus_scrofa,,,,,,0.4014427367721235,,,,,,,,,,,,,,,,,,,,,,,,,
72,"21_0,4_3,19_1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,xenopus_tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"7_1,14_0",,0.027391660767621524,,,,,,0.0394071721931435,,0.0801320604180435,0.20740221012433002,bos_taurus,0.10588058154972775,0.06492550898397352,0.08176785572313403,0.05969362403367145,,0.035846174632454555,,,,,,,,,,,,,,,,,,,,,,,,,
74,"7_1,15_0,14_0",,0.9726083392323784,,,,,1.0,0.9605928278068565,,0.9198679395819566,0.79259778987567,bos_taurus,0.8941194184502723,0.9350744910160265,0.918232144276866,0.9403063759663285,,0.9641538253675453,,,,,,,,,,,,,,,,,,,,,,,,,
75,"7_1,15_0,14_0",,,,,,,,1.0,,,1.0,gorilla_gorilla,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
76,"7_1,15_0,14_0",,1.0,,,1.0,,1.0,1.0,,1.0,1.0,homo_sapiens,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,"7_1,15_0,14_0",,1.0,,,1.0,,1.0,1.0,,,1.0,monodelphis_domestica,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
78,"7_1,15_0,14_0",,1.0,,,1.0,,1.0,1.0,,1.0,1.0,mus_musculus,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
79,"7_1,15_0,14_0",,1.0,,,,,1.0,1.0,,1.0,1.0,rattus_norvegicus,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"7_1,14_0",,,,,,,0.05970149253731331,0.11745931034589564,,,,sus_scrofa,0.0889050779232228,,0.050000000000000024,,0.06060606060606061,0.033479407610088024,,,,,,,,,,,,,,,,,,,,,,,,,
81,"7_1,15_0,14_0",,,,,,,0.9402985074626867,0.8825406896541044,,,,sus_scrofa,0.9110949220767772,,0.9500000000000001,,0.9393939393939394,0.966520592389912,,,,,,,,,,,,,,,,,,,,,,,,,
82,"7_1,15_0,14_0",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,xenopus_tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
