TranscriptIDCluster_5p	ExonIDCluster_5p	S_exonID_5p	TranscriptIDCluster_3p	ExonIDCluster_3p	S_exonID_3p	Species	n_lib	Experiment_ID	Ammon's horn	CD4-positive helper T cell	adipose tissue	adrenal gland	adrenal tissue	adult mammalian kidney	adult organism	blastula	bone marrow	bone marrow macrophage	bone tissue	brain	brown adipose tissue	cerebellum	cerebral cortex	colon	corpus callosum	egg cell	embryo	embryonic stem cell	eye	female gonad	female reproductive system	fibroblast	frontal cortex	gastrula	head	head kidney	heart	heart left ventricle	intestine	kidney	larva	leukocyte	liver	lung	lymph node	male reproductive system	mature ovarian follicle	mesonephros	multi-cellular organism	multi-tissue structure	muscle of leg	muscle tissue	peripheral blood mononuclear cell	pharyngeal gill	pharyngeal muscle cell (C elegans)	placenta	prefrontal cortex	prostate gland	rectum	skeletal muscle tissue	spleen	stomach	tail	temporal lobe	testis	thoracic mammary gland	thymus	thyroid gland	zone of skin
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	SRP022612																																																													8.18534210115669e-06
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30352						9.109220276354432e-06						9.019472186867771e-07		3.256140403603333e-06															1.9100687746721172e-05						6.396453935960135e-06																						4.7295555433587396e-07				
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30617	3.680261993754076e-06																												2.5285422239884776e-05						8.727141843203593e-06	1.6100825500459752e-05																	1.7333102421550018e-06						1.9027061653640681e-06		
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41338						5.060151141092194e-06						3.976512882928315e-06																	2.669087058106151e-05						8.084923320659695e-06																	2.6020704956067074e-05									
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41637						8.788996586428171e-06						4.088467891075013e-06				5.46338611898953e-06													5.982882409499731e-06						7.420715602072922e-06	1.012317495116219e-05																3.091729294649178e-05	2.7617968097005756e-06				8.569810589124732e-07				
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE36026						9.413648420000174e-07			1.9986682207422456e-07	5.264553067271512e-07			2.76633578737109e-07	4.4056753406232154e-07	2.2145459171037e-07					2.551958699392062e-07				1.0577939892424136e-06					1.449213427616238e-06						6.994250385921942e-07	8.494774500143197e-07																	4.298417057119242e-07								
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43520												8.144780432268673e-06										6.383906790353198e-06																										1.1245411151869888e-05									2.3198769931621914e-06				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43721												1.2343569280239323e-06																							1.928666823821722e-06																						1.1528468146025225e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43013						7.981980608830177e-06						3.004045152779743e-06																							5.980966145311132e-06																										
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	SRP022612																																																													8.18534210115669e-06
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30352						9.109220276354432e-06						9.019472186867771e-07		3.256140403603333e-06															1.9100687746721172e-05						6.396453935960135e-06																						4.7295555433587396e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30617	3.680261993754076e-06																												2.5285422239884776e-05						8.727141843203593e-06	1.6100825500459752e-05																	1.7333102421550018e-06						1.9027061653640681e-06		
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41338						5.060151141092194e-06						3.976512882928315e-06																	2.669087058106151e-05						8.084923320659695e-06																	2.6020704956067074e-05									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41637						8.788996586428171e-06						4.088467891075013e-06				5.46338611898953e-06													5.982882409499731e-06						7.420715602072922e-06	1.012317495116219e-05																3.091729294649178e-05	2.7617968097005756e-06				8.569810589124732e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE36026						9.413648420000174e-07			1.9986682207422456e-07	5.264553067271512e-07			2.76633578737109e-07	4.4056753406232154e-07	2.2145459171037e-07					2.551958699392062e-07				1.0577939892424136e-06					1.449213427616238e-06						6.994250385921942e-07	8.494774500143197e-07																	4.298417057119242e-07								
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43520												8.144780432268673e-06										6.383906790353198e-06																										1.1245411151869888e-05									2.3198769931621914e-06				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43721												1.2343569280239323e-06																							1.928666823821722e-06																						1.1528468146025225e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43013						7.981980608830177e-06						3.004045152779743e-06																							5.980966145311132e-06																										
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	SRP022612																																																													8.18534210115669e-06
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30352						9.109220276354432e-06						9.019472186867771e-07		3.256140403603333e-06															1.9100687746721172e-05						6.396453935960135e-06																						4.7295555433587396e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE30617	3.680261993754076e-06																												2.5285422239884776e-05						8.727141843203593e-06	1.6100825500459752e-05																	1.7333102421550018e-06						1.9027061653640681e-06		
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41338						5.060151141092194e-06						3.976512882928315e-06																	2.669087058106151e-05						8.084923320659695e-06																	2.6020704956067074e-05									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE41637						8.788996586428171e-06						4.088467891075013e-06				5.46338611898953e-06													5.982882409499731e-06						7.420715602072922e-06	1.012317495116219e-05																3.091729294649178e-05	2.7617968097005756e-06				8.569810589124732e-07				
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE36026						9.413648420000174e-07			1.9986682207422456e-07	5.264553067271512e-07			2.76633578737109e-07	4.4056753406232154e-07	2.2145459171037e-07					2.551958699392062e-07				1.0577939892424136e-06					1.449213427616238e-06						6.994250385921942e-07	8.494774500143197e-07																	4.298417057119242e-07								
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000474034	23_0	mus_musculus	133	GSE43520												8.144780432268673e-06										6.383906790353198e-06																										1.1245411151869888e-05									2.3198769931621914e-06				
ENSMUST00000072187	ENSMUSE00000489804	3_0				mus_musculus	4	GSE41637																																				1.0457364441524608e-08																9.376617349285035e-09	1.0786369596960505e-08								
ENSMUST00000072187	ENSMUSE00000489804	3_0				mus_musculus	4	GSE43520																																																2.963960697999703e-08													
ENSMUST00000094499	ENSMUSE00000489804	3_0				mus_musculus	4	GSE41637																																				1.0457364441524608e-08																9.376617349285035e-09	1.0786369596960505e-08								
ENSMUST00000094499	ENSMUSE00000489804	3_0				mus_musculus	4	GSE43520																																																2.963960697999703e-08													
ENSMUST00000072187	ENSMUSE00000489804	3_0				mus_musculus	3	GSE41637																																			8.323765026705718e-09																										
ENSMUST00000072187	ENSMUSE00000489804	3_0				mus_musculus	3	GSE30617	1.22380469007238e-07																																																												
ENSMUST00000072187	ENSMUSE00000489804	3_0				mus_musculus	3	GSE43520												0.0																																																	
ENSMUST00000094499	ENSMUSE00000489804	3_0				mus_musculus	3	GSE41637																																			8.323765026705718e-09																										
ENSMUST00000094499	ENSMUSE00000489804	3_0				mus_musculus	3	GSE30617	1.22380469007238e-07																																																												
ENSMUST00000094499	ENSMUSE00000489804	3_0				mus_musculus	3	GSE43520												0.0																																																	
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	SRP022612																																																													2.818909643273673e-08
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30352												1.9684040831235785e-08																																																	
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30617																																																					7.225995315820797e-08						3.784435954609021e-08		
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41338																																																				2.1137859428161717e-08									
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41637																																				3.8779438877806806e-08																1.875323469857007e-08									
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	SRP022612																																																													2.818909643273673e-08
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30352												1.9684040831235785e-08																																																	
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30617																																																					7.225995315820797e-08						3.784435954609021e-08		
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41338																																																				2.1137859428161717e-08									
ENSMUST00000072187	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41637																																				3.8779438877806806e-08																1.875323469857007e-08									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	SRP022612																																																													2.818909643273673e-08
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30352												1.9684040831235785e-08																																																	
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30617																																																					7.225995315820797e-08						3.784435954609021e-08		
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41338																																																				2.1137859428161717e-08									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41637																																				3.8779438877806806e-08																1.875323469857007e-08									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	SRP022612																																																													2.818909643273673e-08
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30352												1.9684040831235785e-08																																																	
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE30617																																																					7.225995315820797e-08						3.784435954609021e-08		
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41338																																																				2.1137859428161717e-08									
ENSMUST00000094499	ENSMUSE00000489804	3_0	ENSMUST00000094499	ENSMUSE00000498880	11_0	mus_musculus	8	GSE41637																																				3.8779438877806806e-08																1.875323469857007e-08									
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	8	GSE41637																																			9.647936753992586e-09																	1.8488858756177053e-07									
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	8	GSE30617	3.648143957511673e-08																												3.711212755912391e-08						3.979106123828029e-08																										
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	8	GSE41637																																			9.647936753992586e-09																	1.8488858756177053e-07									
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	8	GSE30617	3.648143957511673e-08																												3.711212755912391e-08						3.979106123828029e-08																										
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	5	GSE41637																																				5.8169158316710205e-08																									
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	5	GSE30617																													1.8249777033349096e-07							3.2350614406103863e-07																							3.784435954609021e-08		
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	5	GSE43520																																																3.557389460970475e-08													
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	5	GSE41637																																				5.8169158316710205e-08																									
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	5	GSE30617																													1.8249777033349096e-07							3.2350614406103863e-07																							3.784435954609021e-08		
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	5	GSE43520																																																3.557389460970475e-08													
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	2	GSE41637																																																									1.0917339733398127e-08				
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	2	GSE43520																						3.151804521553552e-08																																							
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	2	GSE41637																																																									1.0917339733398127e-08				
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	2	GSE43520																						3.151804521553552e-08																																							
ENSMUST00000072187	ENSMUSE00000474034	23_2				mus_musculus	1	GSE41637																																																					2.1782461432953996e-08								
ENSMUST00000094499	ENSMUSE00000474034	23_2				mus_musculus	1	GSE41637																																																					2.1782461432953996e-08								
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE43721												5.096397922523054e-07																							7.680531599290043e-07																						9.469813119949294e-08				
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE43013						7.20379804356008e-06						2.605577956706885e-06																							5.4286226980156286e-06																										
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	SRP022612																																																													9.182251224745172e-06
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE30352						1.0459221309791254e-05						7.59287653182719e-07		4.868039492158265e-06															2.7117490506003766e-05						9.107685942169606e-06																						5.536917940528989e-07				
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE30617	3.881927378466749e-06																												2.7613055214354974e-05						8.352494630148423e-06	2.5367330967667524e-05																	1.6477707000546816e-06						2.389881942192253e-06		
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE41338						5.809803161994742e-06						4.301020049876617e-06																	2.4961780025162354e-05						8.352636013396772e-06																	2.53442934543659e-05									
ENSMUST00000072187	ENSMUSE00000474034	23_2	ENSMUST00000072187	ENSMUSE00000498880	11_0	mus_musculus	131	GSE41637						9.388777534253532e-06						3.492532022994698e-06				5.444170852123963e-06													6.455399626845838e-06						6.6315440104197e-06	1.0265791798262006e-05																2.8804758415494744e-05	2.7328562970213e-06				9.072354162578903e-07				
