TranscriptIDCluster_5p	ExonIDCluster_5p	S_exonID_5p	TranscriptIDCluster_3p	ExonIDCluster_3p	S_exonID_3p	Species	n_lib	Experiment_ID	Ammon's horn	CD4-positive helper T cell	adipose tissue	adrenal gland	adrenal tissue	adult mammalian kidney	adult organism	blastula	bone marrow	bone marrow macrophage	bone tissue	brain	brown adipose tissue	cerebellum	cerebral cortex	colon	corpus callosum	egg cell	embryo	embryonic stem cell	eye	female gonad	female reproductive system	fibroblast	frontal cortex	gastrula	head	head kidney	heart	heart left ventricle	intestine	kidney	larva	leukocyte	liver	lung	lymph node	male reproductive system	mature ovarian follicle	mesonephros	multi-cellular organism	multi-tissue structure	muscle of leg	muscle tissue	peripheral blood mononuclear cell	pharyngeal gill	pharyngeal muscle cell (C elegans)	placenta	prefrontal cortex	prostate gland	rectum	skeletal muscle tissue	spleen	stomach	tail	temporal lobe	testis	thoracic mammary gland	thymus	thyroid gland	zone of skin
ENSBTAT00000073370	ENSBTAE00000121287	7_2	ENSBTAT00000076425	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000073370	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000073370	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000073370	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000073370	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000076425	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000076425	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000076425	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000073370	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000073370	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000076425	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000076425	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE41637						1.3876676167812608e-06						3.85075992744485e-07				7.716128950085838e-07													2.465775203241946e-07						2.82289654591532e-06	3.4414110196221047e-06																3.156874410407599e-08	2.613318494476579e-07				3.50440570667816e-07				
ENSBTAT00000084166	ENSBTAE00000121287	7_2	ENSBTAT00000084166	ENSBTAE00000121290	14_0	bos_taurus	31	GSE43013						8.898971273339239e-07																													2.831340980670768e-06														3.9360054913418845e-07												
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0				bos_taurus	3	GSE41637																																			1.267318140005324e-08	5.0574388502539894e-08																									
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0				bos_taurus	3	GSE43013																																																	5.1172251375906704e-08												
ENSBTAT00000073370	ENSBTAE00000121290	14_0				bos_taurus	3	GSE41637																																			1.267318140005324e-08	5.0574388502539894e-08																									
ENSBTAT00000073370	ENSBTAE00000121290	14_0				bos_taurus	3	GSE43013																																																	5.1172251375906704e-08												
ENSBTAT00000076425	ENSBTAE00000121290	14_0				bos_taurus	3	GSE41637																																			1.267318140005324e-08	5.0574388502539894e-08																									
ENSBTAT00000076425	ENSBTAE00000121290	14_0				bos_taurus	3	GSE43013																																																	5.1172251375906704e-08												
ENSBTAT00000084166	ENSBTAE00000121290	14_0				bos_taurus	3	GSE41637																																			1.267318140005324e-08	5.0574388502539894e-08																									
ENSBTAT00000084166	ENSBTAE00000121290	14_0				bos_taurus	3	GSE43013																																																	5.1172251375906704e-08												
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000073370	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000073370	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000076425	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000076425	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000084166	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000121290	14_0	ENSBTAT00000084166	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000014951/ENSBTAT00000072917	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000073370	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000073370	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000076425	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000076425	ENSBTAE00000247294	22_0	bos_taurus	33	GSE43013						1.3253871613839776e-06																													4.663207193046435e-06														1.0304403856494583e-06												
ENSBTAT00000073370	ENSBTAE00000121290	14_0	ENSBTAT00000084166	ENSBTAE00000247294	22_0	bos_taurus	33	GSE41637						2.249404866491446e-06						8.019279634587766e-07				1.3448415316701932e-06													2.5042549308342794e-07						4.289376138197698e-06	5.473372700295437e-06																1.4005324925903357e-07	5.33717378391961e-07				3.0342626760863454e-07				
