Species	path	Ammon's horn	adipose tissue	adrenal gland	adrenal tissue	adult mammalian kidney	blastula	bone marrow	bone marrow macrophage	brain	brown adipose tissue	cerebellum	cerebral cortex	colon	egg cell	embryo	embryonic stem cell	female gonad	fibroblast	frontal cortex	gastrula	heart	heart left ventricle	intestine	kidney	leukocyte	liver	lung	lymph node	mesonephros	multi-cellular organism	muscle of leg	placenta	prefrontal cortex	prostate gland	skeletal muscle tissue	spleen	stomach	temporal lobe	testis	thoracic mammary gland	thymus	thyroid gland	zone of skin
bos_taurus	11_2,18_0					2.3762007104897426e-06				7.001146276345666e-07				9.703344193202443e-06								3.4055729614433566e-06					1.3012831058577468e-06	3.28926990438471e-06						5.98289554637815e-07		1.7996263021301646e-06	3.3459290248833802e-06			1.5577270723290682e-05				
rattus_norvegicus	11_2,18_0					2.373390335549241e-06				1.8594012118054044e-06				9.008294446542709e-06								4.24966055350605e-06					1.4372651276678844e-06	1.1411710353478315e-05								2.8496577102347337e-06	7.648475564559768e-06			1.2459526431387182e-06				
gorilla_gorilla	21_0,11_3,11_4,18_0					1.2704601605200448e-06						1.573953463790313e-06								1.3644386801602721e-06		7.917792656631486e-07					2.2703843529402873e-07							1.665163425722848e-06						4.50729573293838e-06				
homo_sapiens	21_0,11_3,11_4,18_0		1.6081443971040327e-06	1.553664103736578e-06	3.2767074652737773e-06	1.5403746171947168e-06				1.8392532779187562e-06		5.26620019225356e-07		3.432312996339019e-07				7.080101251392208e-07		1.3729906448601448e-06		1.216597701160896e-06	2.555761644983807e-06	4.808342758521515e-07	1.3742155185429183e-06	2.218300615269045e-06	1.7246472656995774e-07	1.05557525807945e-06	1.1907610839306485e-06		3.023226166917132e-06	7.844138247436947e-07	1.0775295731219637e-06	1.8410323622881084e-06	2.9754526645826536e-07	2.3407759133401518e-06		6.127733429346631e-07	3.6180036492632007e-07	2.4013766991954565e-06	5.508878403860234e-07		1.157107086804275e-06	
sus_scrofa	21_0,11_3,11_4,18_0					2.1120790317824165e-06																1.2244080599234302e-06			3.3126914545107666e-06		9.769398826877782e-07	3.2172083569567217e-06						1.7316684648328094e-06										
mus_musculus	21_0,11_3,11_4,18_0	1.0607302787288327e-06				1.0733628876481264e-06			7.52079009610216e-08	7.032912422526041e-07		3.5117438774336423e-07	7.381819723679e-08	1.8391382625149613e-06			1.701305799594707e-07	6.295163569393847e-07	2.9737180420469456e-08			5.845777330632138e-07					4.1479979148273696e-07	1.0721259375961204e-06					2.108315216177989e-06			1.0744459155307397e-07	7.358518745242082e-07			4.921662531075252e-06		1.1750776615973202e-06		1.3105135289251682e-07
mus_musculus	21_0,11_1,11_2,18_0	6.401852185748947e-07				1.1703531946437682e-06			1.0863363472147561e-07	3.5591726265400853e-07	4.255901211340138e-08	4.0348701402155105e-07	3.936970519295467e-08	2.20617739726171e-06			2.4304368565638678e-08	1.2894081768986614e-06	1.4868590210234726e-07			1.3351378640536516e-06					8.527902150496368e-07	3.5742720941954817e-06					2.398256321760125e-06			1.3172371864078157e-06	2.8351878538428264e-06			2.468997797164344e-07		5.319233005652591e-06		1.2247252107371087e-06
bos_taurus	21_0,11_1,11_2,18_0					2.676873003416295e-06				1.0851801341530501e-06				9.047043483662529e-06								3.0270929726211438e-06					1.1874950755966941e-06	2.8266760532427976e-06						1.2574459622360752e-06		1.863135573129564e-06	5.403007695988628e-06			1.050799310896121e-05				
gorilla_gorilla	21_0,11_1,11_2,18_0					2.5169889013971044e-06						1.6217103777544395e-07								1.7326205462352665e-07		1.763493414194099e-07					6.032654510675706e-07							2.3660806595945277e-07						2.359327443496732e-07				
sus_scrofa	21_0,11_1,11_2,18_0					9.203048389503125e-07																1.765812984379368e-06			1.1140024360301686e-06		1.492220086857893e-06	4.905446405656783e-06						1.7579998347681432e-07										
homo_sapiens	21_0,11_1,11_2,18_0		1.5884361628367934e-06	1.2762265320847542e-06	1.0318264974783166e-06	2.7101614856109596e-06				1.8986248363743596e-07		1.731906944341512e-07		1.4893646730367692e-06				2.386659337092152e-06		4.708129328812739e-07		7.240371468589333e-07	1.5688183320883306e-06	2.0959943996965373e-06	2.2612918773034143e-06	2.644365807863781e-06	7.598830607411621e-07	1.4484928728283402e-06	9.05037264240569e-07		3.338185374489887e-06	1.0412745256963467e-06	3.9096008653807945e-06	2.67961402316977e-07	1.974948779261394e-06	1.5375409485248612e-06		2.2767266056714185e-06	2.8944029194105607e-07	1.1097832228258883e-06	1.243599131780652e-06		2.202836847750556e-06	
rattus_norvegicus	21_0,11_1,11_2,18_0					1.6802992538254408e-06				1.4562651683991143e-06				6.9480735005505126e-06								3.3701426982893026e-06					1.0828175963859596e-06	8.382160657546254e-06								2.3374817084039697e-06	4.9494340509650035e-06			9.030277789186855e-07				
gorilla_gorilla	21_0,11_1,11_2,11_3											1.701742386539842e-07								1.1911766255367452e-07		9.639145268822493e-08												1.9378120903190463e-07						1.1142677853528379e-07				
homo_sapiens	21_0,11_1,11_2,11_3				6.586713182500907e-07					1.6151739000767e-07		1.3578131825226405e-07		1.1373186137231895e-06						4.4454317996522965e-07		5.066700843231225e-07	8.963939435894285e-07				5.365487822150031e-07				3.0798086068324947e-06	7.565752066841903e-07		2.175507738420469e-07	1.5090787004644198e-06			1.4559000182730732e-06		7.974663869181468e-07				
mus_musculus	21_0,11_1,11_2,11_3	6.408987470063365e-07				6.321285087965583e-07				2.84622281436617e-07		2.651339233719612e-07						5.807435654954698e-07				8.067017451482132e-07					4.599020711984933e-07	1.925329895925874e-06					1.0326367608184966e-06			8.160962387735674e-07	1.3962005203629905e-06			1.6818512763407434e-07		3.167837834653705e-06		7.31558470648673e-07
gorilla_gorilla	21_0,11_3					9.897115940041822e-07						1.1246665082787724e-06								9.745990572573369e-07		7.591883791308207e-07					1.9341776311678708e-07							1.2780251488022137e-06						4.058715018043373e-06				
homo_sapiens	21_0,11_3		1.790898429824285e-06	1.707125753163781e-06	3.132637266194301e-06	1.3491633122361702e-06				1.6444300026711689e-06		4.1704612976895703e-07		3.093210917511415e-07				7.818841482018112e-07		1.3736893820248931e-06		1.144182643398987e-06	2.449763387522301e-06	4.485576212797659e-07	1.1814530927061844e-06	1.902016373332816e-06	1.608665382674254e-07	1.065675414555787e-06	1.2399804401263286e-06		3.865143601945324e-06	7.056591573010375e-07	1.06374542898481e-06	1.6753334013950149e-06	1.1910797333848505e-07	1.956697286376364e-06		5.031587926485773e-07	4.3416043791158407e-07	2.5956411464318637e-06	6.135965840661273e-07		1.4330592224808917e-06	
sus_scrofa	21_0,11_3					1.6571576893966432e-06																1.0744805423817859e-06			3.3420073080905074e-06		1.1731425932864175e-06	2.2934554623849898e-06						1.2499610590718627e-06										
mus_musculus	21_0,11_3	8.14212491191939e-07				7.544760339554225e-07			1.0027720128136213e-07	4.888901571088318e-07	4.255901211340139e-08	1.961524290011223e-07	7.381819723679e-08	1.61371432886221e-06			2.1873931709074806e-07	3.399306591872677e-07	2.548901178897382e-08			4.4359902711375975e-07					3.339616134783152e-07	7.769697356952459e-07					1.4039293592917555e-06			7.375632875672788e-08	6.734947918925404e-07			4.03630031796631e-06		1.058285052688896e-06		1.0101248090045546e-07
mus_musculus	21_0,11_1,11_2,18_0	6.401852185748947e-07				1.1703531946437682e-06			1.0863363472147561e-07	3.5591726265400853e-07	4.255901211340138e-08	4.0348701402155105e-07	3.936970519295467e-08	2.20617739726171e-06			2.4304368565638678e-08	1.2894081768986614e-06	1.4868590210234726e-07			1.3351378640536516e-06					8.527902150496368e-07	3.5742720941954817e-06					2.398256321760125e-06			1.3172371864078157e-06	2.8351878538428264e-06			2.468997797164344e-07		5.319233005652591e-06		1.2247252107371087e-06
bos_taurus	21_0,11_1,11_2,18_0					2.676873003416295e-06				1.0851801341530501e-06				9.047043483662529e-06								3.0270929726211438e-06					1.1874950755966941e-06	2.8266760532427976e-06						1.2574459622360752e-06		1.863135573129564e-06	5.403007695988628e-06			1.050799310896121e-05				
gorilla_gorilla	21_0,11_1,11_2,18_0					2.5169889013971044e-06						1.6217103777544395e-07								1.7326205462352665e-07		1.763493414194099e-07					6.032654510675706e-07							2.3660806595945277e-07						2.359327443496732e-07				
sus_scrofa	21_0,11_1,11_2,18_0					9.203048389503125e-07																1.765812984379368e-06			1.1140024360301686e-06		1.492220086857893e-06	4.905446405656783e-06						1.7579998347681432e-07										
homo_sapiens	21_0,11_1,11_2,18_0		1.5884361628367934e-06	1.2762265320847542e-06	1.0318264974783166e-06	2.7101614856109596e-06				1.8986248363743596e-07		1.731906944341512e-07		1.4893646730367692e-06				2.386659337092152e-06		4.708129328812739e-07		7.240371468589333e-07	1.5688183320883306e-06	2.0959943996965373e-06	2.2612918773034143e-06	2.644365807863781e-06	7.598830607411621e-07	1.4484928728283402e-06	9.05037264240569e-07		3.338185374489887e-06	1.0412745256963467e-06	3.9096008653807945e-06	2.67961402316977e-07	1.974948779261394e-06	1.5375409485248612e-06		2.2767266056714185e-06	2.8944029194105607e-07	1.1097832228258883e-06	1.243599131780652e-06		2.202836847750556e-06	
rattus_norvegicus	21_0,11_1,11_2,18_0					1.6802992538254408e-06				1.4562651683991143e-06				6.9480735005505126e-06								3.3701426982893026e-06					1.0828175963859596e-06	8.382160657546254e-06								2.3374817084039697e-06	4.9494340509650035e-06			9.030277789186855e-07				
gorilla_gorilla	21_0,11_3,11_4,18_0					1.2704601605200448e-06						1.573953463790313e-06								1.3644386801602721e-06		7.917792656631486e-07					2.2703843529402873e-07							1.665163425722848e-06						4.50729573293838e-06				
homo_sapiens	21_0,11_3,11_4,18_0		1.6081443971040327e-06	1.553664103736578e-06	3.2767074652737773e-06	1.5403746171947168e-06				1.8392532779187562e-06		5.26620019225356e-07		3.432312996339019e-07				7.080101251392208e-07		1.3729906448601448e-06		1.216597701160896e-06	2.555761644983807e-06	4.808342758521515e-07	1.3742155185429183e-06	2.218300615269045e-06	1.7246472656995774e-07	1.05557525807945e-06	1.1907610839306485e-06		3.023226166917132e-06	7.844138247436947e-07	1.0775295731219637e-06	1.8410323622881084e-06	2.9754526645826536e-07	2.3407759133401518e-06		6.127733429346631e-07	3.6180036492632007e-07	2.4013766991954565e-06	5.508878403860234e-07		1.157107086804275e-06	
sus_scrofa	21_0,11_3,11_4,18_0					2.1120790317824165e-06																1.2244080599234302e-06			3.3126914545107666e-06		9.769398826877782e-07	3.2172083569567217e-06						1.7316684648328094e-06										
mus_musculus	21_0,11_3,11_4,18_0	1.0607302787288327e-06				1.0733628876481264e-06			7.52079009610216e-08	7.032912422526041e-07		3.5117438774336423e-07	7.381819723679e-08	1.8391382625149613e-06			1.701305799594707e-07	6.295163569393847e-07	2.9737180420469456e-08			5.845777330632138e-07					4.1479979148273696e-07	1.0721259375961204e-06					2.108315216177989e-06			1.0744459155307397e-07	7.358518745242082e-07			4.921662531075252e-06		1.1750776615973202e-06		1.3105135289251682e-07
